Id,Id2,Geography,Estimate; HISPANIC OR LATINO AND RACE - Total population,Margin of Error; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent Margin of Error; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races
310M200US22140,22140,"Farmington, NM Metro Area",125133,*****,125133,(X),24504,*****,19.6,*****,100629,*****,80.4,*****,51317,83,41,0.1,604,216,0.5,0.2,45398,476,36.3,0.4,623,97,0.5,0.1,64,46,0.1,0.1,71,74,0.1,0.1,2552,444,2,0.4
310M200US22180,22180,"Fayetteville, NC Metro Area",375678,*****,375678,(X),41040,*****,10.9,*****,334638,*****,89.1,*****,168744,316,44.9,0.1,131233,863,34.9,0.2,8266,370,2.2,0.1,8307,395,2.2,0.1,804,170,0.2,0.1,1139,291,0.3,0.1,16145,1058,4.3,0.3
310M200US22220,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",493095,*****,493095,(X),76207,*****,15.5,*****,416888,*****,84.5,*****,367913,516,74.6,0.1,10847,430,2.2,0.1,5881,601,1.2,0.1,13943,456,2.8,0.1,5786,239,1.2,0.1,811,510,0.2,0.1,11707,791,2.4,0.2
310M200US22260,22260,"Fergus Falls, MN Micro Area",57511,*****,57511,(X),1712,*****,3,*****,55799,*****,97,*****,53897,17,93.7,0.1,670,76,1.2,0.1,187,58,0.3,0.1,348,53,0.6,0.1,8,8,0,0.1,15,16,0,0.1,674,101,1.2,0.2
310M200US22280,22280,"Fernley, NV Micro Area",51657,*****,51657,(X),8079,*****,15.6,*****,43578,*****,84.4,*****,39607,80,76.7,0.2,431,75,0.8,0.1,1187,169,2.3,0.3,672,103,1.3,0.2,32,34,0.1,0.1,36,60,0.1,0.1,1613,225,3.1,0.4
310M200US22300,22300,"Findlay, OH Micro Area",75428,*****,75428,(X),3728,*****,4.9,*****,71700,*****,95.1,*****,68018,18,90.2,0.1,998,166,1.3,0.2,100,81,0.1,0.1,1273,123,1.7,0.2,15,26,0,0.1,30,28,0,0.1,1266,213,1.7,0.3
310M200US22340,22340,"Fitzgerald, GA Micro Area",17477,*****,17477,(X),1081,*****,6.2,*****,16396,*****,93.8,*****,9871,49,56.5,0.3,6237,144,35.7,0.8,0,20,0,0.2,0,20,0,0.2,5,8,0,0.1,101,100,0.6,0.6,182,115,1,0.7
310M200US22380,22380,"Flagstaff, AZ Metro Area",136701,*****,136701,(X),18916,*****,13.8,*****,117785,*****,86.2,*****,74746,187,54.7,0.1,1874,166,1.4,0.1,35590,377,26,0.3,2182,248,1.6,0.2,148,45,0.1,0.1,181,143,0.1,0.1,3064,519,2.2,0.4
310M200US22420,22420,"Flint, MI Metro Area",415874,*****,415874,(X),13308,*****,3.2,*****,402566,*****,96.8,*****,301485,109,72.5,0.1,84325,896,20.3,0.2,1598,313,0.4,0.1,3978,374,1,0.1,58,39,0,0.1,248,115,0.1,0.1,10874,983,2.6,0.2
310M200US22500,22500,"Florence, SC Metro Area",206252,*****,206252,(X),4568,*****,2.2,*****,201684,*****,97.8,*****,111192,23,53.9,0.1,84950,514,41.2,0.2,490,122,0.2,0.1,1983,216,1,0.1,44,61,0,0.1,45,47,0,0.1,2980,555,1.4,0.3
310M200US22520,22520,"Florence-Muscle Shoals, AL Metro Area",147181,*****,147181,(X),3550,*****,2.4,*****,143631,*****,97.6,*****,121730,67,82.7,0.1,17634,425,12,0.3,717,185,0.5,0.1,834,101,0.6,0.1,44,35,0,0.1,81,83,0.1,0.1,2591,475,1.8,0.3
310M200US22540,22540,"Fond du Lac, WI Metro Area",101920,*****,101920,(X),4849,*****,4.8,*****,97071,*****,95.2,*****,92696,31,90.9,0.1,1140,207,1.1,0.2,397,89,0.4,0.1,1305,141,1.3,0.1,13,17,0,0.1,48,39,0,0.1,1472,258,1.4,0.3
310M200US22580,22580,"Forest City, NC Micro Area",66865,*****,66865,(X),2592,*****,3.9,*****,64273,*****,96.1,*****,56071,23,83.9,0.1,6686,291,10,0.4,204,109,0.3,0.2,398,58,0.6,0.1,0,28,0,0.1,23,24,0,0.1,891,319,1.3,0.5
310M200US22620,22620,"Forrest City, AR Micro Area",27345,*****,27345,(X),1200,*****,4.4,*****,26145,*****,95.6,*****,11273,22,41.2,0.1,14136,295,51.7,1.1,69,54,0.3,0.2,79,79,0.3,0.3,13,24,0,0.1,80,137,0.3,0.5,495,223,1.8,0.8
310M200US22660,22660,"Fort Collins, CO Metro Area",318227,*****,318227,(X),34843,*****,10.9,*****,283384,*****,89.1,*****,265802,345,83.5,0.1,2616,322,0.8,0.1,1211,222,0.4,0.1,6239,496,2,0.2,269,51,0.1,0.1,530,365,0.2,0.1,6717,600,2.1,0.2
310M200US22700,22700,"Fort Dodge, IA Micro Area",37295,*****,37295,(X),1571,*****,4.2,*****,35724,*****,95.8,*****,33145,30,88.9,0.1,1500,130,4,0.3,117,39,0.3,0.1,406,37,1.1,0.1,0,20,0,0.1,1,18,0,0.1,555,157,1.5,0.4
310M200US22780,22780,"Fort Leonard Wood, MO Micro Area",53443,*****,53443,(X),5514,*****,10.3,*****,47929,*****,89.7,*****,37522,42,70.2,0.1,5978,283,11.2,0.5,424,159,0.8,0.3,1426,372,2.7,0.7,373,36,0.7,0.1,37,35,0.1,0.1,2169,495,4.1,0.9
310M200US22800,22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",61026,*****,61026,(X),1439,20,2.4,0.1,59587,20,97.6,0.1,57081,78,93.5,0.1,1182,127,1.9,0.2,60,29,0.1,0.1,251,61,0.4,0.1,1,2,0,0.1,48,75,0.1,0.1,964,144,1.6,0.2
310M200US22820,22820,"Fort Morgan, CO Micro Area",28359,*****,28359,(X),9913,*****,35,*****,18446,*****,65,*****,17170,9,60.5,0.1,710,107,2.5,0.4,146,59,0.5,0.2,117,51,0.4,0.2,3,6,0,0.1,0,21,0,0.1,300,127,1.1,0.4
310M200US22860,22860,"Fort Polk South, LA Micro Area",52476,*****,52476,(X),4713,*****,9,*****,47763,*****,91,*****,36979,30,70.5,0.1,7293,187,13.9,0.4,575,99,1.1,0.2,858,94,1.6,0.2,228,4,0.4,0.1,43,28,0.1,0.1,1787,241,3.4,0.5
310M200US22900,22900,"Fort Smith, AR-OK Metro Area",280384,*****,280384,(X),25770,*****,9.2,*****,254614,*****,90.8,*****,206658,68,73.7,0.1,10520,490,3.8,0.2,13989,588,5,0.2,7047,222,2.5,0.1,208,158,0.1,0.1,82,51,0,0.1,16110,681,5.7,0.2
310M200US23060,23060,"Fort Wayne, IN Metro Area",424579,*****,424579,(X),26673,*****,6.3,*****,397906,*****,93.7,*****,331804,312,78.1,0.1,41499,872,9.8,0.2,907,184,0.2,0.1,11763,414,2.8,0.1,146,64,0,0.1,841,377,0.2,0.1,10946,1007,2.6,0.2
310M200US23140,23140,"Frankfort, IN Micro Area",32835,*****,32835,(X),4756,*****,14.5,*****,28079,*****,85.5,*****,27531,18,83.8,0.1,237,66,0.7,0.2,72,43,0.2,0.1,88,20,0.3,0.1,35,58,0.1,0.2,11,16,0,0.1,105,52,0.3,0.2
310M200US23180,23180,"Frankfort, KY Micro Area",71539,*****,71539,(X),1778,*****,2.5,*****,69761,*****,97.5,*****,61450,77,85.9,0.1,5667,262,7.9,0.4,106,91,0.1,0.1,917,126,1.3,0.2,0,27,0,0.1,100,84,0.1,0.1,1521,293,2.1,0.4
310M200US23240,23240,"Fredericksburg, TX Micro Area",25398,*****,25398,(X),5426,*****,21.4,*****,19972,*****,78.6,*****,19487,32,76.7,0.1,68,80,0.3,0.3,3,6,0,0.1,49,68,0.2,0.3,0,24,0,0.1,18,29,0.1,0.1,347,111,1.4,0.4
310M200US23300,23300,"Freeport, IL Micro Area",46625,*****,46625,(X),1544,*****,3.3,*****,45081,*****,96.7,*****,39229,34,84.1,0.1,4260,256,9.1,0.5,46,31,0.1,0.1,391,43,0.8,0.1,0,23,0,0.1,17,28,0,0.1,1138,265,2.4,0.6
310M200US23340,23340,"Fremont, NE Micro Area",36725,*****,36725,(X),4019,*****,10.9,*****,32706,*****,89.1,*****,31637,20,86.1,0.1,150,80,0.4,0.2,27,28,0.1,0.1,212,60,0.6,0.2,81,61,0.2,0.2,5,8,0,0.1,594,103,1.6,0.3
310M200US23380,23380,"Fremont, OH Micro Area",60187,*****,60187,(X),5664,*****,9.4,*****,54523,*****,90.6,*****,51358,32,85.3,0.1,1875,181,3.1,0.3,105,60,0.2,0.1,212,40,0.4,0.1,0,26,0,0.1,15,23,0,0.1,958,197,1.6,0.3
310M200US23420,23420,"Fresno, CA Metro Area",956749,*****,956749,(X),494077,*****,51.6,*****,462672,*****,48.4,*****,298219,496,31.2,0.1,45409,675,4.7,0.1,4608,459,0.5,0.1,91670,950,9.6,0.1,1341,187,0.1,0.1,1818,487,0.2,0.1,19607,1248,2,0.1
310M200US23460,23460,"Gadsden, AL Metro Area",103766,*****,103766,(X),3740,*****,3.6,*****,100026,*****,96.4,*****,81479,108,78.5,0.1,15947,202,15.4,0.2,302,112,0.3,0.1,679,93,0.7,0.1,107,92,0.1,0.1,76,100,0.1,0.1,1436,277,1.4,0.3
310M200US23500,23500,"Gaffney, SC Micro Area",55863,*****,55863,(X),2231,*****,4,*****,53632,*****,96,*****,40918,80,73.2,0.1,11240,238,20.1,0.4,124,124,0.2,0.2,310,70,0.6,0.1,17,26,0,0.1,68,77,0.1,0.1,955,305,1.7,0.5
310M200US23540,23540,"Gainesville, FL Metro Area",271210,*****,271210,(X),23412,*****,8.6,*****,247798,*****,91.4,*****,174284,208,64.3,0.1,50707,578,18.7,0.2,757,101,0.3,0.1,14433,454,5.3,0.2,481,229,0.2,0.1,622,257,0.2,0.1,6514,751,2.4,0.3
310M200US23580,23580,"Gainesville, GA Metro Area",187916,*****,187916,(X),50913,*****,27.1,*****,137003,*****,72.9,*****,117093,101,62.3,0.1,13811,267,7.3,0.1,338,135,0.2,0.1,3240,208,1.7,0.1,63,72,0,0.1,96,65,0.1,0.1,2362,385,1.3,0.2
310M200US23620,23620,"Gainesville, TX Micro Area",38761,*****,38761,(X),6565,*****,16.9,*****,32196,*****,83.1,*****,29869,27,77.1,0.1,932,156,2.4,0.4,316,104,0.8,0.3,286,43,0.7,0.1,38,42,0.1,0.1,28,44,0.1,0.1,727,204,1.9,0.5
310M200US23660,23660,"Galesburg, IL Micro Area",52112,*****,52112,(X),2763,*****,5.3,*****,49349,*****,94.7,*****,43744,71,83.9,0.1,4327,158,8.3,0.3,27,21,0.1,0.1,418,115,0.8,0.2,12,12,0,0.1,150,102,0.3,0.2,671,203,1.3,0.4
310M200US23700,23700,"Gallup, NM Micro Area",73998,*****,73998,(X),10303,*****,13.9,*****,63695,*****,86.1,*****,7320,16,9.9,0.1,572,83,0.8,0.1,53497,439,72.3,0.6,657,49,0.9,0.1,20,22,0,0.1,12,16,0,0.1,1617,450,2.2,0.6
310M200US23780,23780,"Garden City, KS Micro Area",41085,*****,41085,(X),18988,*****,46.2,*****,22097,*****,53.8,*****,19052,17,46.4,0.1,813,141,2,0.3,136,48,0.3,0.1,1508,69,3.7,0.2,0,21,0,0.1,12,22,0,0.1,576,169,1.4,0.4
310M200US23820,23820,"Gardnerville Ranchos, NV Micro Area",47259,*****,47259,(X),5607,*****,11.9,*****,41652,*****,88.1,*****,38605,32,81.7,0.1,258,80,0.5,0.2,911,100,1.9,0.2,610,124,1.3,0.3,51,39,0.1,0.1,53,50,0.1,0.1,1164,167,2.5,0.4
310M200US23860,23860,"Georgetown, SC Micro Area",60572,*****,60572,(X),1875,*****,3.1,*****,58697,*****,96.9,*****,37991,88,62.7,0.1,19696,178,32.5,0.3,106,65,0.2,0.1,248,108,0.4,0.2,17,27,0,0.1,98,86,0.2,0.1,541,221,0.9,0.4
310M200US23900,23900,"Gettysburg, PA Metro Area",101767,*****,101767,(X),6613,*****,6.5,*****,95154,*****,93.5,*****,91434,34,89.8,0.1,1510,147,1.5,0.1,93,55,0.1,0.1,740,109,0.7,0.1,0,23,0,0.1,29,33,0,0.1,1348,211,1.3,0.2
310M200US23940,23940,"Gillette, WY Micro Area",48013,*****,48013,(X),3935,*****,8.2,*****,44078,*****,91.8,*****,42224,32,87.9,0.1,380,91,0.8,0.2,467,200,1,0.4,305,82,0.6,0.2,0,24,0,0.1,0,24,0,0.1,702,242,1.5,0.5
310M200US23980,23980,"Glasgow, KY Micro Area",52910,*****,52910,(X),1388,*****,2.6,*****,51522,*****,97.4,*****,48397,260,91.5,0.5,1868,126,3.5,0.2,133,75,0.3,0.1,259,70,0.5,0.1,21,26,0,0.1,208,262,0.4,0.5,636,171,1.2,0.3
310M200US24020,24020,"Glens Falls, NY Metro Area",127880,*****,127880,(X),2946,*****,2.3,*****,124934,*****,97.7,*****,119820,52,93.7,0.1,2536,155,2,0.1,303,103,0.2,0.1,893,88,0.7,0.1,20,33,0,0.1,118,76,0.1,0.1,1244,191,1,0.1
310M200US24060,24060,"Glenwood Springs, CO Micro Area",74496,*****,74496,(X),17728,*****,23.8,*****,56768,*****,76.2,*****,54256,180,72.8,0.2,461,176,0.6,0.2,430,149,0.6,0.2,666,203,0.9,0.3,1,4,0,0.1,199,180,0.3,0.2,755,221,1,0.3
310M200US24100,24100,"Gloversville, NY Micro Area",54606,*****,54606,(X),1483,*****,2.7,*****,53123,*****,97.3,*****,50960,26,93.3,0.1,855,177,1.6,0.3,77,45,0.1,0.1,344,71,0.6,0.1,14,18,0,0.1,31,34,0.1,0.1,842,184,1.5,0.3
310M200US24140,24140,"Goldsboro, NC Metro Area",124355,*****,124355,(X),13362,*****,10.7,*****,110993,*****,89.3,*****,67900,189,54.6,0.2,38459,461,30.9,0.4,272,94,0.2,0.1,1433,195,1.2,0.2,0,28,0,0.1,194,150,0.2,0.1,2735,469,2.2,0.4
310M200US24220,24220,"Grand Forks, ND-MN Metro Area",100526,*****,100526,(X),4364,*****,4.3,*****,96162,*****,95.7,*****,87595,59,87.1,0.1,2059,225,2,0.2,2094,239,2.1,0.2,1884,132,1.9,0.1,39,34,0,0.1,92,70,0.1,0.1,2399,340,2.4,0.3
310M200US24260,24260,"Grand Island, NE Metro Area",84015,*****,84015,(X),16234,*****,19.3,*****,67781,*****,80.7,*****,64471,39,76.7,0.1,1371,224,1.6,0.3,265,87,0.3,0.1,671,133,0.8,0.2,19,16,0,0.1,118,107,0.1,0.1,866,300,1,0.4
310M200US24300,24300,"Grand Junction, CO Metro Area",147834,*****,147834,(X),20521,*****,13.9,*****,127313,*****,86.1,*****,121445,188,82.1,0.1,1005,130,0.7,0.1,613,176,0.4,0.1,863,155,0.6,0.1,175,41,0.1,0.1,248,188,0.2,0.1,2964,276,2,0.2
310M200US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",1017877,*****,1017877,(X),91294,*****,9,*****,926583,*****,91,*****,812916,352,79.9,0.1,63536,1106,6.2,0.1,3051,376,0.3,0.1,23590,661,2.3,0.1,106,79,0,0.1,944,360,0.1,0.1,22440,1206,2.2,0.1
310M200US24380,24380,"Grants, NM Micro Area",27382,*****,27382,(X),10267,*****,37.5,*****,17115,*****,62.5,*****,5732,12,20.9,0.1,242,72,0.9,0.3,10537,158,38.5,0.6,163,42,0.6,0.2,18,20,0.1,0.1,52,78,0.2,0.3,371,163,1.4,0.6
310M200US24420,24420,"Grants Pass, OR Metro Area",83409,*****,83409,(X),5731,*****,6.9,*****,77678,*****,93.1,*****,73198,82,87.8,0.1,283,75,0.3,0.1,912,449,1.1,0.5,622,192,0.7,0.2,62,82,0.1,0.1,107,82,0.1,0.1,2494,478,3,0.6
310M200US24460,24460,"Great Bend, KS Micro Area",27399,*****,27399,(X),3837,*****,14,*****,23562,*****,86,*****,22625,19,82.6,0.1,353,64,1.3,0.2,37,29,0.1,0.1,49,36,0.2,0.1,0,18,0,0.1,32,29,0.1,0.1,466,80,1.7,0.3
310M200US24500,24500,"Great Falls, MT Metro Area",82090,*****,82090,(X),3241,*****,3.9,*****,78849,*****,96.1,*****,70820,56,86.3,0.1,990,107,1.2,0.1,3378,271,4.1,0.3,672,131,0.8,0.2,24,24,0,0.1,42,47,0.1,0.1,2923,295,3.6,0.4
310M200US24540,24540,"Greeley, CO Metro Area",270948,*****,270948,(X),77680,*****,28.7,*****,193268,*****,71.3,*****,181384,210,66.9,0.1,2603,244,1,0.1,1243,259,0.5,0.1,3500,256,1.3,0.1,166,77,0.1,0.1,271,201,0.1,0.1,4101,458,1.5,0.2
310M200US24580,24580,"Green Bay, WI Metro Area",312676,*****,312676,(X),21238,*****,6.8,*****,291438,*****,93.2,*****,265035,416,84.8,0.1,5612,430,1.8,0.1,5746,466,1.8,0.1,7871,371,2.5,0.1,8,15,0,0.1,485,412,0.2,0.1,6681,758,2.1,0.2
310M200US24620,24620,"Greeneville, TN Micro Area",68576,*****,68576,(X),1846,*****,2.7,*****,66730,*****,97.3,*****,64067,28,93.4,0.1,1416,132,2.1,0.2,92,66,0.1,0.1,348,49,0.5,0.1,13,21,0,0.1,0,28,0,0.1,794,164,1.2,0.2
310M200US24640,24640,"Greenfield Town, MA Micro Area",71144,*****,71144,(X),2576,*****,3.6,*****,68568,*****,96.4,*****,65185,100,91.6,0.1,772,128,1.1,0.2,160,61,0.2,0.1,1089,112,1.5,0.2,16,26,0,0.1,147,110,0.2,0.2,1199,180,1.7,0.3
310M200US24660,24660,"Greensboro-High Point, NC Metro Area",741433,*****,741433,(X),59165,*****,8,*****,682268,*****,92,*****,447508,632,60.4,0.1,191154,1212,25.8,0.2,2846,457,0.4,0.1,24244,415,3.3,0.1,322,104,0,0.1,2542,771,0.3,0.1,13652,1216,1.8,0.2
310M200US24700,24700,"Greensburg, IN Micro Area",26240,*****,26240,(X),478,*****,1.8,*****,25762,*****,98.2,*****,25010,132,95.3,0.5,148,28,0.6,0.1,26,37,0.1,0.1,341,21,1.3,0.1,0,21,0,0.1,0,21,0,0.1,237,141,0.9,0.5
310M200US24740,24740,"Greenville, MS Micro Area",49499,*****,49499,(X),660,*****,1.3,*****,48839,*****,98.7,*****,13088,26,26.4,0.1,35171,74,71.1,0.1,61,33,0.1,0.1,353,25,0.7,0.1,0,26,0,0.1,0,26,0,0.1,166,80,0.3,0.2
310M200US24780,24780,"Greenville, NC Metro Area",173798,*****,173798,(X),10042,*****,5.8,*****,163756,*****,94.2,*****,97424,450,56.1,0.3,58868,522,33.9,0.3,517,93,0.3,0.1,2904,277,1.7,0.2,23,28,0,0.1,589,459,0.3,0.3,3431,619,2,0.4
310M200US24820,24820,"Greenville, OH Micro Area",52356,*****,52356,(X),728,*****,1.4,*****,51628,*****,98.6,*****,50549,5,96.5,0.1,332,91,0.6,0.2,105,27,0.2,0.1,163,68,0.3,0.1,0,26,0,0.1,2,3,0,0.1,477,124,0.9,0.2
310M200US24860,24860,"Greenville-Anderson-Mauldin, SC Metro Area",852631,*****,852631,(X),54034,*****,6.3,*****,798597,*****,93.7,*****,628192,225,73.7,0.1,141418,865,16.6,0.1,1759,236,0.2,0.1,13888,446,1.6,0.1,384,143,0,0.1,756,297,0.1,0.1,12200,898,1.4,0.1
310M200US24900,24900,"Greenwood, MS Micro Area",41854,*****,41854,(X),821,43,2,0.1,41033,43,98,0.1,14249,26,34,0.1,26186,237,62.6,0.6,17,19,0,0.1,251,40,0.6,0.1,0,26,0,0.1,12,17,0,0.1,318,230,0.8,0.6
310M200US24940,24940,"Greenwood, SC Micro Area",94768,*****,94768,(X),4296,*****,4.5,*****,90472,*****,95.5,*****,59422,41,62.7,0.1,28312,551,29.9,0.6,58,36,0.1,0.1,514,120,0.5,0.1,113,169,0.1,0.2,74,69,0.1,0.1,1979,551,2.1,0.6
310M200US24980,24980,"Grenada, MS Micro Area",21591,*****,21591,(X),25,27,0.1,0.1,21566,27,99.9,0.1,11981,23,55.5,0.2,9402,160,43.5,0.7,0,23,0,0.2,106,141,0.5,0.7,0,23,0,0.2,0,23,0,0.2,77,71,0.4,0.3
310M200US25060,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",382571,*****,382571,(X),19820,*****,5.2,*****,362751,*****,94.8,*****,263599,205,68.9,0.1,79446,856,20.8,0.2,1205,338,0.3,0.1,9531,411,2.5,0.1,16,22,0,0.1,935,208,0.2,0.1,8019,1047,2.1,0.3
310M200US25100,25100,"Guymon, OK Micro Area",21588,*****,21588,(X),9759,*****,45.2,*****,11829,*****,54.8,*****,10304,17,47.7,0.1,471,76,2.2,0.4,41,26,0.2,0.1,474,63,2.2,0.3,0,17,0,0.1,42,37,0.2,0.2,497,92,2.3,0.4
310M200US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",257994,*****,257994,(X),10255,*****,4,*****,247739,*****,96,*****,214255,132,83,0.1,21961,680,8.5,0.3,347,98,0.1,0.1,3535,321,1.4,0.1,170,129,0.1,0.1,261,164,0.1,0.1,7210,805,2.8,0.3
310M200US25200,25200,"Hailey, ID Micro Area",27621,119,27621,(X),6038,72,21.9,0.2,21583,102,78.1,0.2,20939,98,75.8,0.2,19,25,0.1,0.1,94,67,0.3,0.2,277,56,1,0.2,1,2,0,0.1,0,21,0,0.1,253,69,0.9,0.2
310M200US25220,25220,"Hammond, LA Metro Area",125486,*****,125486,(X),4785,*****,3.8,*****,120701,*****,96.2,*****,80213,87,63.9,0.1,37144,448,29.6,0.4,320,201,0.3,0.2,961,115,0.8,0.1,0,28,0,0.1,124,132,0.1,0.1,1939,477,1.5,0.4
310M200US25260,25260,"Hanford-Corcoran, CA Metro Area",150998,*****,150998,(X),79452,*****,52.6,*****,71546,*****,47.4,*****,51467,97,34.1,0.1,8883,329,5.9,0.2,1101,146,0.7,0.1,5360,313,3.5,0.2,350,39,0.2,0.1,329,177,0.2,0.1,4056,478,2.7,0.3
310M200US25300,25300,"Hannibal, MO Micro Area",39083,*****,39083,(X),563,*****,1.4,*****,38520,*****,98.6,*****,35932,23,91.9,0.1,1600,143,4.1,0.4,228,88,0.6,0.2,245,17,0.6,0.1,0,23,0,0.1,0,23,0,0.1,515,156,1.3,0.4
310M200US25420,25420,"Harrisburg-Carlisle, PA Metro Area",558198,*****,558198,(X),30174,*****,5.4,*****,528024,*****,94.6,*****,441478,314,79.1,0.1,55400,711,9.9,0.1,544,129,0.1,0.1,17767,567,3.2,0.1,85,48,0,0.1,648,346,0.1,0.1,12102,900,2.2,0.2
310M200US25460,25460,"Harrison, AR Micro Area",45279,*****,45279,(X),921,84,2,0.2,44358,84,98,0.2,42767,3,94.5,0.1,131,59,0.3,0.1,383,134,0.8,0.3,207,53,0.5,0.1,14,22,0,0.1,1,3,0,0.1,855,167,1.9,0.4
310M200US25500,25500,"Harrisonburg, VA Metro Area",129173,*****,129173,(X),13696,*****,10.6,*****,115477,*****,89.4,*****,105709,78,81.8,0.1,4753,259,3.7,0.2,117,69,0.1,0.1,2655,203,2.1,0.2,52,49,0,0.1,131,94,0.1,0.1,2060,337,1.6,0.3
310M200US25540,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1214056,*****,1214056,(X),165314,*****,13.6,*****,1048742,*****,86.4,*****,844320,463,69.5,0.1,124665,1177,10.3,0.1,1166,302,0.1,0.1,52883,673,4.4,0.1,289,64,0,0.1,2768,542,0.2,0.1,22651,1306,1.9,0.1
310M200US25580,25580,"Hastings, NE Micro Area",31442,*****,31442,(X),2703,*****,8.6,*****,28739,*****,91.4,*****,27567,43,87.7,0.1,256,63,0.8,0.2,43,47,0.1,0.1,389,93,1.2,0.3,18,20,0.1,0.1,0,20,0,0.1,466,124,1.5,0.4
310M200US25620,25620,"Hattiesburg, MS Metro Area",147339,*****,147339,(X),3952,38,2.7,0.1,143387,38,97.3,0.1,97316,80,66,0.1,42291,379,28.7,0.3,313,120,0.2,0.1,1506,128,1,0.1,4,9,0,0.1,77,56,0.1,0.1,1880,429,1.3,0.3
310M200US25700,25700,"Hays, KS Micro Area",28993,*****,28993,(X),1590,*****,5.5,*****,27403,*****,94.5,*****,26233,18,90.5,0.1,329,65,1.1,0.2,50,42,0.2,0.1,391,84,1.3,0.3,49,76,0.2,0.3,0,18,0,0.1,351,96,1.2,0.3
